,datetime,city,state,country,shape,duration_s,hours,comments,date_p,latitude,longitude
29518,2/15/2000 23:00,tijuana (mexico),,mx,flash,1800,30 minutes,la estrella estuvo estatica por lo menos 30 min y su uida fue espectacular ni el mas moderno avion aria eso&#33,6/4/2004,32.514947,-117.038247
29519,2/15/2000 23:00,west memphis,ar,us,light,10,10 seconds,IT SHOT STRAIGHT UP&#33&#33,5/24/2005,35.149534,-90.04898
29521,2/15/2001 00:30,selangor (malaysia),,my,circle,300,3 to 5minutes,Round orange light moved across the sky then stopped and got smaller,2/18/2001,3.5092470000000002,101.524805
29560,2/15/2003 23:30,m&aring;l&oslash;y (norway),,no,triangle,900,15 minutes,Objects flying in triangle formation.,2/14/2006,61.935543,5.113554
29561,2/15/2004 01:00,dededo (guam),,,light,180,3 mins,I spotted a bright red light that flew east&#44 then headed morthwest then headed east then I lost sight of it.,3/2/2004,0.0,0.0
29566,2/15/2004 07:40,heber,ut,us,disk,180,3 minutes,Saw UFO fly over bus&#44 had flame shooting out of bottom.,2/24/2007,40.507009000000004,-111.41332299999999
29578,2/15/2004 23:00,york landing (canada),mb,ca,light,300,5 minutes,Sighting - NE Thompson&#44 Manitoba&#44 Canada,1/19/2005,56.089141000000005,-96.101163
29579,2/15/2005 00:00,lloydminster (alberta&#44 canada),ab,ca,disk,300,5 minutes,UFO squadron sited in Lloydminster Alberta (possible U.S. military training exercise),2/24/2005,53.277963,-110.00614499999999
29580,2/15/2005 02:00,ostursund (sweden),,se,sphere,2,1-2 seconds,witnessed blue sphere&#44 with solid darker blue core&#44 streaking across sky 100 ft awy above apt complex with blue trail coming out back&#44,5/11/2005,63.176683,14.636068
29592,2/15/2005 22:50,belfast (northern ireland),,,light,300,5 mins,shape of lights in the night sky,2/22/2005,0.0,0.0
29600,2/15/2006 04:15,washington&#44 d.c.,dc,us,formation,30,30 seconds,a formation of dimly glowing objects...maybe birds?  Very odd.,3/11/2006,38.907231,-77.036464
29603,2/15/2006 13:00,arizona (western; hwy 40),az,us,circle,30,30 seconds,round silvery object seen in NW Arizona sky on 40 fwy during daylight,3/11/2006,34.048928000000004,-111.093731
29604,2/15/2006 14:00,wilksboro,nc,us,sphere,600,10 minutes,We were driving along highway 421 North towards Boone&#44 NC&#44 I was driving and my friend noticed a small black dot hovering in the sky.,12/7/2006,36.145965000000004,-81.16064
29610,2/15/2006 20:00,new amsterdam,,gy,light,600,about 10 minutes,Strange object with flashing lights sighted over New Amsterdam&#44 Guyana,3/11/2006,6.25,-57.516667000000005
29617,2/15/2007 05:30,london,,,unknown,1800,30 minutes,((HOAX??))  we experienced completely out of the ordinary lights and sounds.,2/24/2007,0.0,0.0
29621,2/15/2007 18:30,golden&#39s bridge,ny,us,other,180,2-3 minutes,Bright light moving along Rt 684  with red orb following it.,2/24/2007,41.294989,-73.674459
29628,2/15/2008 19:03,uk/england,,gb,egg,300,3-5mins,egg shaped object big red flashing light,3/4/2008,52.355518,-1.17432
29632,2/15/2008 24:00,dasuya (india),,in,triangle,15,15 seconds,((HOAX??))  It was the festival of Dipawali in India.  Suddenly I noticed a triangle shape.,3/4/2008,31.813226,75.663738
29639,2/15/2009 11:30,bellmont,az,us,cigar,3600,1 hour,Shiny cigar craft north of I -40 az feb 2009,6/10/2010,35.238056,-111.833611
29644,2/15/2009 19:30,howell,nj,us,unknown,60,1 minute,2 very bright lights in the sky...definitely not aircraft.,3/19/2009,40.164578999999996,-74.208267
29660,2/15/2010 23:00,sutherlin and roseburg,or,us,light,10,around ten seconds each t,The same UFO spotted in small Oregon town,5/12/2010,43.494433,-123.48729399999999
29662,2/15/2011 11:00,tehran (iran),,ir,unknown,0,,Two UFO Caught on Camera from a balcony at night in Tehran Iran.,10/10/2011,35.696111,51.423056
29667,2/15/2011 20:00,yellowstone national park,wy,us,light,300,5minutes,Yellowstone lights,1/12/2012,44.427963,-110.58845500000001
29670,2/15/2011 21:05,parker,ca,us,other,120,1 to 2 minutes,Small lights with a larger eye-like object.,2/18/2011,37.254025,-121.93735600000001
29674,2/15/2012 00:10,holetown (barbados),,bb,sphere,300,4-5min,6-7 Orange Lights in Barbados,3/13/2012,13.18666,-59.630508
29684,2/15/2012 20:49,south huntingdon,pa,us,triangle,60,1 minute,A very big and loud triangular shaped aircraft moving slow with three blue/white lights at each corner,3/13/2012,40.152535,-79.672663
29687,2/15/2012 23:35,south kingstown,ri,us,light,5,5 seconds,At approximately this time&#44 I let one of my dogs out into my large fenced and wooded backyard.  The night was cold&#44 clear&#44 and many sta,3/13/2012,41.447569,-71.52466700000001
29691,2/15/2013 12:00,chillicothe/columbia,mo,us,cylinder,7200,2 hours,I saw thirteen white&#44 cylindrical shaped objects in the sky while traveling between two towns.,2/18/2013,38.951705,-92.33407199999999
29698,2/15/2013 24:00,chelyabinsk (russia),,ru,disk,0,,DISCLOSURE:  3 UFOS.,8/30/2013,55.174533,61.426681
29701,2/15/2014 01:59,city of industry,ca,us,unknown,122,02:02,Strange aircraft with bright red flashing lights.,2/21/2014,34.019734,-117.958675
29702,2/15/2014 05:40,lake ft phantom,tx,us,circle,2700,45 minutes,Currently watching a disc like object hover over what looks like ft phantom lake or just south there of. Object has changed colors 3 ti,2/21/2014,32.594561,-99.687046
29703,2/15/2014 08:20,potzberg,,de,disk,20,20 seconds,Two silver disks in sky off autobahn,2/21/2014,49.491292,7.405033
29711,2/15/2014 21:45,ford,va,us,light,30,30 seconds,Round fast white light object soaring in&#44 out and diagonal. Bursted back in sky.,3/18/2014,37.174903,-77.769477
29717,2/16/1984 23:00,guadalajara&#44 jalisco (mexico),,mx,formation,1200,20 min,it happend while on a road to guadalajara jalisco mexico my 3 brothers ans sister are witnesses of seeing 5 objects flying very high in,1/28/1999,20.659699,-103.349609
29718,2/16/1992 02:00,south armagh (rep. of ireland),,gb,diamond,900,15 mins,Whilst serving in the British Army in Northern Ireland&#44 myself and my patrol were waiting for a chopper pick up&#44 however we were told t,2/14/2006,54.34875,-6.651610000000001
29723,2/16/1995 23:15,pawpaw,mi,us,,0,,Man &amp; wife awakened by immensely loud roaring sound. See 5 bizarre craft hovering nearby in formation&#33  Good rept..,11/2/1999,42.217817,-85.891125
29732,2/16/1998 18:18,garfield&#44 (vic&#44 australia),,,light,1,1 second,Seen due south of Garfield&#44 lite by sunlight . came direct in vertically. Assumed by us to be debrie&#44 silver or metal to reflex light,1/28/1999,0.0,0.0
29734,2/16/1999 06:45,beale afb (2 mi n of),ca,us,circle,20,20 sec,vERY LARGE GREEN LUMINOUS GLOBE&#44Seen hovering near Beale AFB.,9/12/1999,39.111504,-121.359881
29735,2/16/1999 10:00,in-flight/europe,,gb,changing,300,5 minutes,I was flying home alone from a family ski-ing trip when the sighting occurred. It was a small plane and the seat next to me was empty.,1/7/2000,51.535746,-0.08139400000000001
29737,2/16/1999 19:00,navarre beach (other end of pensacola beach,fl,us,light,1800,30 minutes,while exiting a mardi gras parade at pensacola beach we notice a red light in night sky that brightened to white then faded to red,4/2/1999,30.332804,-87.14976999999999
29762,2/16/2001 19:00,lemoore/hanford,ca,us,other,120,approx 2 minutes,Unidentified Silent Aircraft near Lemoore AirForce Base,8/5/2001,36.300784,-119.78291100000001
29766,2/16/2001 20:50,deland,fl,us,light,600,10 min,I saw a blood red light in the sky moving to the north west.,2/18/2001,29.028318,-81.30311800000001
29798,2/16/2003 22:30,camano island,wa,us,diamond,300,5 minutes,It was a raining out side. When my husband came to bed. He just layed down when the dogs start to act funny. It was just then he heard,2/25/2003,48.187056,-122.507847
29805,2/16/2004 12:30,interstate-95,ri,us,light,120,2 min,Bright light in sky over CT,3/2/2004,41.652202,-71.576894
29807,2/16/2004 19:30,orlando/oviedo,fl,us,light,300,5 mins,Unknown light in sky&#44 &quot;blasted&quot; off and vanished.,5/24/2005,28.625034000000003,-81.214762
29824,2/16/2006 24:00,pacific ocean (inflight&#44 japan-los angeles),,,triangle,30,30 secs or less,I was sitting in seat 47K (a window seat on the right side of the jet airliner) of Japan Airlines flight JL 060 on Feb 16&#44 2006&#44 on my,7/16/2006,-8.783195,-124.508523
29836,2/16/2008 03:35,rockaway beach,ny,us,diamond,3600,1hour,UFO at Rockaway Beach&#44New York,3/4/2008,40.586725,-73.811499
29838,2/16/2008 12:00,panteago (italy),,us,circle,3600,hours,Large moon like object over Italian Dolomites.((NUFORC Note:  We have written the source&#44 inquiring whether the report is a hoax.  PD)),3/4/2008,32.714299,-97.1564
29848,2/16/2008 20:30,kannattota (sri lanka),,lk,light,60,60 sec,Our family have practice of sitting out and watching the sky. we always watched satellite moves. but one day we so three lights came fr,3/4/2008,7.086488,80.273078
29864,2/16/2009 20:30,okahandja (namibia),,na,light,240,4 min,glowing orange round circle next to the moon&#44 suddenly moved beserk and fell to the right and disappeared midway. Scary and awesome&#33,11/21/2010,-21.983333,16.916667
29865,2/16/2009 22:15,puerto rico,,us,unknown,1200,20 minutes,Pulsating Red/Green/White light off Puerto Rico.  ((NUFORC Note:  We suspect a sighting of Sirius.  We will contact source.  PD)),3/19/2009,18.220833,-66.590149
29868,2/16/2010 07:10,kailua-kona,hi,us,light,120,2 minutes,Big bright light seen in broad daylight on the island of Hawaii&#44 hovered for 2 minutes then suddenly vanished on Feb.16&#44 2010,4/13/2010,19.639994,-155.996926
29873,2/16/2010 22:30,fort hood,tx,us,circle,2700,45 mintues,Strange objects over Fort Hood Military Installment,4/13/2010,31.195001,-97.741314
29892,2/16/2012 22:45,fowleville,mi,us,fireball,300,5 minutes,We saw a ball of fire in the sky for 5 minutes&#44 when it was gone military fighter jets converged on the area.,7/4/2012,42.660589,-84.073014
29911,2/16/2014 18:40,dorset (uk/england),,,light,300,5 minutes,Flying bright white light orb.,2/21/2014,0.0,0.0
29914,2/16/2014 20:15,bangalore (india),,in,diamond,120,2 minutes,Diamond form 5 lights with 1 tail following the primary triangle.,2/21/2014,12.971599000000001,77.594563
29916,2/16/2014 21:45,pismo,ca,us,egg,15,15 seconds,Pismo beach sighting orange in color egg or oval shaped Appear to be a star then started moving in a direction changed direction.,2/21/2014,37.422927,-122.08725600000001
29918,2/17/1952 18:00,nellis afb (las vegas),nv,us,disk,1800,30 mins,We are dealing with something very real.,10/27/2004,36.241416,-115.050807
29921,2/17/1996 19:30,cactus flats,ca,us,,300,5 min.,3 men on motorcycles witness 6 large&#44 bright objs. hovering in the sky&#44 1 on the ground.  Objs. illuminate area dramatically&#44 fade out.,11/2/1999,36.215074,-117.929617
29930,2/17/2000 00:00,ashgrove,mo,us,light,240,4 minutes,Bright orange light hovering above the trees,8/5/2001,37.315326,-93.5852
29937,2/17/2001 19:10,blackpool&#44 lancashire (uk/england),,gb,fireball,180,3 minutes,Single light source definately not aircraft (I worked with aircraft for 8 years) extreme speed west to east faded rather than go out of,2/18/2001,53.817505000000004,-3.035675
29941,2/17/2002 04:16,unknown,ks,us,other,0,,an airplane figure was seen&#44 after stopping the head lights started to flicker,2/22/2002,39.011902,-98.484246
29957,2/17/2003 21:30,bunschoten (netherlands),,nl,light,0,unknown,it moved up and down and changed light-color,2/25/2003,52.22913,5.3614809999999995
29961,2/17/2004 01:17,newmarket/luray (between&#44 going up massanutten mt.),va,us,circle,10,10 seconds,Blue green glowing ball dropping quickly from sky,3/2/2004,38.665397,-78.459452
29964,2/17/2004 05:45,on highway,ar,ca,sphere,600,10 minutes,It was a very large red ball&#44 no other lights&#44 it looked like it was feeding.,3/2/2004,45.297874,-73.922209
29972,2/17/2005 01:38,minneapolis/st. paul,mn,us,,600,over 10 minutes,stable tapered vertical light in sky,2/22/2005,44.937483,-93.20100000000001
29994,2/17/2006 21:39,warsaw (poland),,,fireball,39600,11 h,Flaming green object fell from sky  Object fell&#44 burning up before hitting the ground. Color was neon green.,3/11/2006,0.0,0.0
29997,2/17/2007 03:30,pacific/algona (route 167 sb),wa,us,oval,2400,40 minutes,Pacific Algona 167 SB UFO observery datetime in traffic,7/4/2012,47.273617,-122.255953
30001,2/17/2007 17:00,culiacan (mexico),,mx,unknown,30,30 sec,Dark round hole in the clouds.,2/24/2007,24.805249,-107.38343200000001
30005,2/17/2007 19:20,port elgion (canada),nb,ca,circle,360,6 min,red green and yellow colours hovering in th sky,2/24/2007,46.049646,-64.08782099999999
30009,2/17/2008 01:20,hastings on hudson,ny,us,sphere,10,10 sec,((HOAX??))  Yellow globe traveling at high speeds,3/4/2008,40.994541999999996,-73.87874599999999
30012,2/17/2008 06:48,paramus/oradell/haworth,nj,us,cylinder,1200,20 minutes,cylindrical craft making no noise sighted over Paramus/Haworth/Oradell and Dumont NJ.,3/4/2008,40.954938,-74.035888
30029,2/17/2009 20:47,boonton town,nj,us,light,900,15 min,Wierd RED lights over Booton New Jersy,3/19/2009,40.904019,-74.408741
30038,2/17/2010 13:20,east london (south africa),,gb,light,30,30 seconds,Missiles?,4/13/2010,51.508515,-0.125487
30040,2/17/2010 23:00,mahanoy,pa,us,other,0,,saw a large bright object in the sky .it beamed light down toward the ground it also seemed to illuminate the whole area >i called my w,4/13/2010,40.832214,-76.143592
30069,2/17/2014 00:14,cusseta &amp; fairfax,al,us,light,900,15 minutes,Strange lights in the country.,3/18/2014,32.800259999999994,-85.19824799999999
30078,2/17/2014 19:20,little rock,,,circle,60,1 minute,Pulsating light streaks across the night sky.,2/21/2014,0.0,0.0
30079,2/17/2014 19:35,beaverbank (canada),ns,ca,unknown,30,30+ seconds,Constant green light with flashing red.,2/21/2014,44.801944,-63.688056
30086,2/17/2014 24:00,unspecified city,ok,,,432000,5 days,The USGS believes the booming noises everyone&#39s been hearing in Oklahoma is due to the earthquakes.  They have had several this month.,2/27/2014,0.0,0.0
30111,2/18/2001 18:58,long island,ny,us,diamond,0,,I was driving with my mom to get pizza.  I was looking in the sky to stargaze when I saw three flashing lights that were red.  On the w,2/24/2001,40.789142,-73.13495999999999
30124,2/18/2003 17:15,hingurakgoda (sri lanka),,lk,other,480,8mins,Golden&#44 shining object in the  Sri Lanken sky -18th sept 03 at 1715hrs,3/4/2003,8.042242,80.94664399999999
30138,2/18/2005 10:01,bridgewater,nj,us,oval,30,30 seconds,UFO following Chemtrails in Bridgewater&#44 New Jersey,5/11/2005,40.623333,-74.601111
30153,2/18/2007 20:15,slana,ak,us,light,20,20 seconds,02/18/07&#44 2015AST&#44 a pale green light was observed travelling along the southern slopes of the Alaska Range in eastern central Alaska.,2/24/2007,62.70694399999999,-143.96111100000002
30156,2/18/2008 11:30,bariloche (argentina),,ar,circle,0,,tres circulos se dirijian al cerro catedral,3/4/2008,-41.133472,-71.310278
30168,2/18/2009 12:00,in flight,,us,other,900,10-15 minutes,Falling object becomes stationary,3/19/2009,38.584329,-108.07309599999999
30170,2/18/2009 19:30,drummond island,mi,us,oval,20,20 seconds,2 slow moving white lights turned oval shape quickly banked and left fast,3/19/2009,46.020021,-83.731114
30172,2/18/2009 21:00,haymarket-gainesville,va,us,light,600,10 minutes,Crowd Gathers to Look at a UFO in Virginia,3/19/2009,38.812059000000005,-77.636381
30193,2/18/2011 19:40,north kingston,ri,us,flash,2,seconds??,Man sitting in car is bathed in light from three very bright flashes of light&#44 in rapid sequence.,2/18/2011,41.580556,-71.453889
30194,2/18/2011 20:00,grafton (australia),,,other,0,,it was at Grafton NSW the ufo had red blue white green spinning  it was a round at the bottem and like a dome at the top .,2/18/2011,0.0,0.0
30207,2/18/2012 20:30,newark/bear,de,us,unknown,600,10 minutes,2 clusters of orange lights in sky. About 25 lights per cluster,3/13/2012,39.608037,-75.707899
30209,2/18/2012 21:49,taipa (south africa),,cn,circle,20,10-20 seconds,5 orange like lights emits a green light on a construction building&#33,8/30/2013,22.159722,113.559444
30212,2/18/2013 14:30,cape town (south africa),,za,light,1,1 second,Blue orb in the sky captured on iphone camera.  ((NUFORC Note:  Lens flare&#44 or flaw in glass or the lens.  Not a UFO&#44 we suspect.  PD)),7/3/2013,-33.924868,18.424055
30240,2/19/1991 18:00,rockyface,ga,us,cylinder,1800,thirty minutes,I watched a brilliant gold colored cylindrical object with several pink and blue lights floating in the air,2/8/2005,34.805079,-85.027447
30247,2/19/1996 22:44,whidbey island,wa,us,,10,10 sec.,Three adults see triangular shaped obj.&#44 w/ 4 very bright white lights&#44 streak to the E. Emphasized brightness of light&#44 humming sound.,11/2/1999,47.998276000000004,-122.439503
30248,2/19/1997 20:15,guadelupe,az,us,,10,10 sec.,3 adults see a very bright&#44 white&#44 unblinking light approach from W.  Suddenly executes 90 turn to N&#44 slows&#44 dims&#44 disappears suddenly.,11/2/1999,33.37088,-111.96292199999999
30258,2/19/1999 22:00,caimanes (chile),,cl,sphere,360,6 minutes,a star-like body that moved very rapidly across a long distance,4/2/1999,-33.585886,-70.556496
30289,2/19/2004 10:00,uk/england,,gb,circle,2,2 seconds,objec seen leaving the sea at 30 degrees leaving a contrail of water,6/4/2004,52.355518,-1.17432
30290,2/19/2004 15:30,burton dassett (uk/england),,gb,circle,0,unknown,Photo taken on unexplained object in Warwickshire,3/9/2004,52.172022999999996,-1.4254129999999998
30292,2/19/2004 19:30,monkland (canada),on,ca,chevron,1800,30 minutes,chevron shaped craft hovering near our home,3/2/2004,45.195135,-74.878098
30301,2/19/2005 19:15,dhaka (bangladesh),,bd,light,10,8 to 10 sec,Tiny reddish dot moved past Constellation Gemini &amp; Planet Saturn,2/22/2005,23.810332,90.412518
